日期,沪深300ETF平安,方正沪深300ETF,沪深300ETF鹏华,沪深300ETF指数基金,沪深300ETF汇添富,沪深300ETF泰康,沪深300指增ETF,华夏沪深三百-U,沪深300ETF易方达,沪深300ETF永赢,沪深300ETF东财,沪深300ETF国联安,沪深300ETF中金,沪深300ETF招商,华夏沪深三百-R,恒生沪深三百,恒生沪深三百-R,300增强ETF,沪深300指数ETF,沪深300ETF增强基金,沪深300ETF广发,沪深300ETF,华夏沪深三百,安硕沪深三百-U,国寿300ETF,沪深300增强ETF,300ETF增强,安硕沪深三百,沪深300ETF,沪深300ETF工银,300指数ETF,沪深300ETF博时,标智沪深300,民生加银300ETF,300ETF,沪深300ETF南方,沪深300ETF华夏,沪深300ETF天弘,安硕沪深三百-R,中证A500ETF天弘,中证A500ETF大成,中证A500ETF指数基金,中证A500增强ETF,A500指数ETF,A500ETF指数基金,A500增强ETF国联安,A500ETF南方,A500增强ETF易方达,中证A500龙头ETF,A500ETF基金,A500ETF华泰柏瑞,A500ETF,中证A500ETF,A500ETF易方达,A500ETF永赢,中证A500ETF景顺,A500指数ETF,中证A500ETF,A500ETF指数,中证A500ETF摩根,A500ETF融通,A500ETF嘉实,A500ETF银河,A500ETF中金,A500ETF基金,中证A500指数ETF,A500ETF海富通,A500ETF工银,A500ETF龙头,A500ETF汇添富,A500ETF东财,A500增强ETF摩根,A500ETF申万菱信,A500增强ETF基金,中证A500ETF富国,A500ETF华宝,A500增强ETF工银,中证A500增强ETF,中证A500增强ETF天弘,上证50ETF基金,上证50ETF,上证50ETF东财,上证50ETF天弘,申万上证50ETF,上证50ETF广发,上证50ETF博时,上证50ETF易方达,50ETF基金,上证50增强ETF易方达,标智上证50,上证50ETF工银,上证50ETF华安,中证500ETF天弘,中证500ETF工银,500ETF,中银证券500ETF,国联中证500ETF,中证500ETF,国寿500ETF,中证500增强ETF汇添富,兴业中证500ETF,中证500ETF汇添富,中证500ETF鹏华,中证500ETF华夏,500ETF增强,中证500ETF博时,中证500ETF泰康,方正中证500ETF,中证500ETF平安,500增强ETF,国泰中证500ETF,中证500ETF,中证500增强ETF易方达,中证500ETF易方达,中证500ETF广发,中证500ETF华泰柏瑞,500指数增强ETF,中证500ETF东财,中证500增强ETF,中证500增强ETF,中证500ETF景顺,创业板ETF博时,创业板ETF易方达,创业板ETF浦银,创业板ETF平安,创业板ETF工银,创业板ETF东财,创业板ETF南方,创业板ETF富国,创业板ETF广发,创100ETF融通,创业板ETF天弘,创业板增强ETF,创业板ETF中银证券,创业板增强ETF富国,创业板ETF建信,创业板ETF华夏,X南方中创业,X南方中创业-R,中证1000ETF增强,中证1000ETF易方达,中证1000增强ETF,1000增强ETF天弘,中证1000ETF,1000ETF增强,中证1000ETF汇添富,1000ETF,1000ETF增强,1000增强ETF,中证1000ETF广发,中证1000ETF华泰柏瑞,中证1000ETF,1000增强ETF,中证1000增强ETF,PP科创-U,科创50ETF指数基金,科创50ETF景顺,科创50增强ETF南方,科创50ETF增强,南方科创板50,科创50ETF平安,PP科创,科创50ETF广发,科创ETF,博时科创50,博时科创50-R,科创50增强ETF,科创50ETF富国,科创50ETF华泰柏瑞,科创50ETF中银,科创50ETF东财,PP科创-R,科创50ETF指数,科创50ETF易方达,科创50ETF南方,科创50ETF基金,科创50ETF汇添富,科创50ETF,科创板50ETF基金,红利低波50ETF,红利质量ETF,证券指数ETF,券商ETF基金,证券ETF嘉实,证券ETF易方达,券商ETF,券商ETF,证券ETF,证券ETF,证券ETF龙头,证券ETF指数基金,证券ETF富国,证券ETF国联安,证券ETF建信,证券ETF南方,消费ETF南方,消费ETF广发,消费ETF嘉实,消费ETF,主要消费ETF,半导体ETF,银行ETF龙头,银行ETF,银行ETF南方,银行ETF易方达,银行ETF指数基金,银行ETF天弘,银行ETF基金,银行ETF指数,中证银行ETF,军工ETF,军工ETF易方达,军工ETF广发,军工ETF华宝,医药ETF易方达,有色金属ETF,煤炭ETF,房地产ETF,房地产ETF基金,电力ETF,电力ETF,电力ETF南方,电力ETF基金,电力指数ETF,半导体ETF,半导体龙头ETF,芯片ETF广发,芯片ETF,机器人指数ETF,机器人产业ETF,机器人ETF,机器人ETF,机器人ETF南方,机器人产业ETF,机器人ETF基金,机器人ETF基金,机器人ETF嘉实,人工智能ETF基金,人工智能ETF易方达,AI人工智能ETF,人工智能AIETF,化工ETF天弘,化工ETF嘉实,化工ETF,化工ETF,化工50ETF,化工龙头ETF,证券保险ETF易方达,电池龙头ETF,电池ETF基金,电池ETF,电池ETF景顺,锂电池ETF,光伏ETF华夏,光伏龙头ETF,光伏ETF指数基金,光伏50ETF,光伏ETF,南方太阳能,光伏ETF基金,光伏ETF嘉实,光伏ETF易方达,光伏50ETF,光伏龙头ETF,光伏ETF,光伏ETF基金,创新药50ETF,创新药企ETF,创新药产业ETF,创新药ETF南方,创新药ETF易方达,创新药ETF,创新药ETF,通信ETF,游戏ETF,游戏ETF,游戏ETF华泰柏瑞,金融科技ETF华夏,金融科技ETF指数,金融科技ETF,金融科技ETF汇添富,金融科技ETF富国,金融科技ETF易方达,金融科技ETF兴业,金融科技ETF,国债ETF,十年国债ETF,30年国债ETF,城投债ETF,公司债ETF,上证公司债ETF,信用债ETF,信用债ETF基金,公司债ETF易方达,可转债ETF,有色ETF大成,豆粕ETF,能源化工ETF,黄金ETF前海开源
Date,510390.SH,515360.SH,159673.SZ,515390.SH,515310.SH,515380.SH,562070.SH,9188.HK,510310.SH,563520.SH,159330.SZ,515660.SH,510320.SH,561930.SH,83188.HK,3130.HK,83130.HK,561300.SH,159393.SZ,561000.SH,510360.SH,159919.SZ,3188.HK,9846.HK,510380.SH,561990.SH,159238.SZ,2846.HK,510300.SH,510350.SH,510370.SH,515130.SH,2827.HK,515350.SH,159300.SZ,159925.SZ,510330.SH,515330.SH,82846.HK,159360.SZ,159358.SZ,159215.SZ,159226.SZ,560610.SH,159376.SZ,563630.SH,159352.SZ,563600.SH,563650.SH,512050.SH,563360.SH,159339.SZ,560510.SH,159361.SZ,159386.SZ,159353.SZ,159359.SZ,159338.SZ,512020.SH,560530.SH,159379.SZ,159351.SZ,563660.SH,512080.SH,159356.SZ,159357.SZ,563860.SH,159362.SZ,563800.SH,563880.SH,159380.SZ,563550.SH,560750.SH,512370.SH,563220.SH,563500.SH,159249.SZ,561090.SH,159240.SZ,510680.SH,510050.SH,530050.SH,530000.SH,510600.SH,510950.SH,510710.SH,510100.SH,510800.SH,563090.SH,3024.HK,510850.SH,510190.SH,159820.SZ,510530.SH,159500.SZ,515190.SH,515550.SH,510500.SH,510560.SH,560950.SH,510570.SH,563750.SH,159982.SZ,512500.SH,159610.SZ,159968.SZ,515530.SH,510550.SH,510590.SH,561550.SH,561350.SH,159922.SZ,563030.SH,510580.SH,510510.SH,512510.SH,561950.SH,159337.SZ,560100.SH,159678.SZ,159935.SZ,159908.SZ,159915.SZ,159810.SZ,159964.SZ,159958.SZ,159205.SZ,159948.SZ,159971.SZ,159952.SZ,159808.SZ,159977.SZ,159675.SZ,159821.SZ,159676.SZ,159956.SZ,159957.SZ,3147.HK,83147.HK,561280.SH,159633.SZ,159679.SZ,159685.SZ,512100.SH,560590.SH,560110.SH,159629.SZ,159680.SZ,561780.SH,560010.SH,516300.SH,159845.SZ,159677.SZ,561590.SH,9151.HK,588280.SH,588950.SH,588370.SH,588450.SH,3109.HK,589150.SH,3151.HK,588060.SH,588050.SH,2832.HK,82832.HK,588460.SH,588940.SH,588090.SH,588720.SH,589850.SH,83151.HK,588040.SH,588080.SH,588150.SH,588180.SH,588870.SH,588000.SH,588840.SH,515450.SH,159758.SZ,159260.SZ,515010.SH,562870.SH,512570.SH,512000.SH,159842.SZ,512880.SH,159841.SZ,560090.SH,516200.SH,515850.SH,159848.SZ,515560.SH,512900.SH,159689.SZ,560680.SH,512600.SH,159928.SZ,159672.SZ,512480.SH,512820.SH,512800.SH,512700.SH,516310.SH,516210.SH,515290.SH,515020.SH,512730.SH,159253.SZ,512660.SH,512560.SH,512680.SH,512810.SH,512010.SH,512400.SH,515220.SH,512200.SH,515060.SH,561560.SH,159611.SZ,560580.SH,561700.SH,562350.SH,159813.SZ,159665.SZ,159801.SZ,159995.SZ,560770.SH,159551.SZ,159770.SZ,562500.SH,159258.SZ,560630.SH,562360.SH,159213.SZ,159526.SZ,159248.SZ,159819.SZ,512930.SH,515070.SH,159133.SZ,159129.SZ,516020.SH,159870.SZ,516120.SH,516220.SH,512070.SH,159767.SZ,159775.SZ,159755.SZ,159757.SZ,159840.SZ,515370.SH,516290.SH,159618.SZ,159864.SZ,159857.SZ,3134.HK,516180.SH,159123.SZ,562970.SH,516880.SH,159609.SZ,515790.SH,159863.SZ,159835.SZ,560900.SH,516060.SH,159858.SZ,516080.SH,159992.SZ,515120.SH,515880.SH,159869.SZ,516010.SH,516770.SH,516100.SH,563670.SH,516860.SH,159103.SZ,515720.SH,159299.SZ,563570.SH,159851.SZ,511010.SH,511260.SH,511090.SH,511220.SH,511030.SH,511070.SH,511190.SH,511200.SH,511110.SH,511380.SH,159980.SZ,159985.SZ,159981.SZ,159812.SZ
2010-01-29,,,,,,,,,,,,,,,,,,,,,,,,0.4900,,,,0.4900,,,,,1.8320,,,,,,0.4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7457,,,,,,,,,0.2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-26,,,,,,,,,,,,,,,,,,,,,,,,0.4900,,,,0.4900,,,,,1.8320,,,,,,0.4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.3157,,,,,,,,,0.2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,,,,,,,,,,,,,,,,,,,,,,,0.4900,,,,0.4900,,,,,1.8240,,,,,,0.4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.8957,,,,,,,,,0.2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-30,,,,,,,,,,,,,,,,,,,,,,,,0.4900,,,,0.4900,,,,,1.8160,,,,,,0.4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.1457,,,,,,,,,0.2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-31,,,,,,,,,,,,,,,,,,,,,,,,0.4900,,,,0.4900,,,,,1.7120,,,,,,0.4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.3400,,,,,,,,,0.2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,,,,,,,,,,,,,,,,,,,,,0.4900,,,,0.4900,,,,,1.6960,,,,,,0.4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0257,,,,,,,,,0.2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-30,,,,,,,,,,,,,,,,,,,,,,,,0.4900,,,,0.4900,,,,,1.8720,,,,,,0.4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.6057,,,,,,,,,0.2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-31,,,,,,,,,,,,,,,,,,,,,,,,0.4900,,,,0.4900,,,,,1.9200,,,,,,0.4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.6300,,,,,,,,,0.2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,,,,,,,,,,,,,,,,,,,,,,,0.4900,,,,0.4900,,,,,1.8960,,,,,,0.4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.9357,,,,,,,,,0.2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
